Ж,1978-06-21,65
М,2002-09-17,85
Ж,1992-05-06,59
М,1986-11-21,86
Ж,1926-10-21,63
Ж,1987-01-18,61
М,1997-06-29,86
М,1942-08-04,60
Ж,1991-12-08,68
М,1992-06-15,61
Ж,1979-08-04,93
Ж,1978-04-28,50
М,1976-01-11,93
Ж,2010-04-17,91
М,2012-03-03,91
Ж,1925-03-06,87
М,1998-07-05,77
Ж,1950-02-01,73
М,1986-04-20,52
Ж,2013-08-28,64
М,2008-11-01,92
Ж,1939-05-29,61
М,1978-10-07,54
Ж,2009-02-03,75
Ж,1954-12-17,86
М,1974-06-26,54
М,1972-12-16,69
Ж,1952-10-10,70
М,1993-10-14,59
М,1949-02-13,54
М,1955-07-15,55
М,1951-11-13,95
М,1930-08-14,52
Ж,1989-07-31,59
Ж,2002-09-02,98
Ж,1993-05-05,78
М,1987-10-21,92
М,1932-09-27,58
Ж,1933-04-28,99
Ж,1969-07-24,73
М,1967-08-29,76
Ж,1928-06-06,92
М,2003-07-11,88
М,1982-06-01,79
Ж,1995-11-25,60
Ж,1997-09-25,79
Ж,1949-11-30,56
Ж,1968-06-20,50
Ж,1970-02-08,56
Ж,1960-12-12,70
М,1931-07-24,90
Ж,1958-08-16,89
Ж,1965-09-11,53
М,1938-08-02,89
Ж,1967-01-21,61
М,1963-09-19,52
М,1941-07-20,60
Ж,1946-04-11,53
Ж,1950-04-07,100
М,1935-06-13,98
Ж,1981-03-18,80
М,1959-02-26,75
М,1937-05-13,67
Ж,2012-12-26,50
Ж,1945-11-05,75
Ж,1961-02-18,75
М,1990-11-24,67
М,1994-08-12,50
Ж,1961-09-20,88
М,1928-11-24,77
М,1985-12-16,79
Ж,1950-04-28,56
Ж,2011-11-08,84
Ж,1958-03-13,58
Ж,2010-10-17,96
М,1934-02-20,86
М,1998-04-19,99
Ж,2009-11-28,92
Ж,1957-01-13,91
М,2005-03-03,99
М,2008-09-02,69
Ж,1947-12-03,65
М,1923-03-28,88
М,2013-12-22,96
Ж,1973-03-17,77
М,1975-05-17,84
М,2002-12-18,67
Ж,1965-11-17,71
Ж,2005-12-10,67
Ж,1996-01-12,69
Ж,1949-12-23,89
Ж,1928-11-03,84
Ж,1972-03-11,96
М,1949-08-25,91
Ж,1928-09-16,90
Ж,1989-08-19,94
М,1985-04-06,68
М,1925-07-24,51
Ж,2014-09-11,60
М,1983-11-27,83
М,1984-09-07,91
М,1981-01-02,62
Ж,1993-03-22,86
Ж,1923-10-29,85
Ж,1996-05-11,89
Ж,1931-10-25,85
Ж,2001-05-01,68
Ж,1945-01-07,69
М,1993-07-11,84
Ж,1948-12-21,72
М,2013-06-23,90
Ж,1986-12-06,55
Ж,1973-05-27,88
М,1990-05-22,64
Ж,2002-01-01,81
Ж,1925-10-05,93
Ж,1993-03-04,50
Ж,2010-12-18,100
М,1942-02-18,89
М,1966-06-29,88
М,2003-09-11,64
М,2009-08-23,69
Ж,1928-09-24,52
Ж,1939-05-21,96
Ж,1941-03-19,50
М,2000-08-21,91
М,1980-06-04,88
М,1924-01-28,96
Ж,2000-04-07,89
Ж,1954-12-16,55
М,1985-02-26,67
М,2005-06-15,51
Ж,1981-08-18,50
Ж,2010-09-03,79
М,1938-04-22,60
М,1976-01-15,91
Ж,1998-07-07,95
Ж,1935-08-31,100
М,1952-03-01,96
Ж,1974-02-04,76
Ж,1996-11-11,77
Ж,1961-12-27,91
М,1962-12-28,68
М,2013-04-27,63
М,2003-10-23,77
Ж,1991-07-24,60
Ж,1977-01-17,50
М,1934-08-05,84
Ж,1945-03-12,57
Ж,1943-12-08,90
М,2002-01-06,84
М,1966-03-17,78
М,1961-04-29,86
М,1981-06-08,52
М,1976-02-08,58
Ж,1980-08-11,97
М,1925-09-27,56
Ж,1965-01-29,62
М,1928-10-12,62
Ж,2001-06-11,83
М,2009-03-20,83
Ж,2014-02-02,87
М,1985-06-17,84
М,1935-01-19,64
М,1934-05-11,95
Ж,1963-10-09,55
М,1984-07-19,67
Ж,1947-04-14,98
М,1974-04-04,77
Ж,1991-10-21,58
М,1982-12-05,93
М,2014-05-15,54
Ж,1995-04-15,70
М,1933-02-03,95
Ж,1954-02-11,96
Ж,2011-01-08,80
М,1948-12-19,77
Ж,1991-02-13,77
М,2004-04-12,66
М,1976-01-21,93
М,2001-09-12,59
Ж,1944-11-04,67
Ж,2007-03-16,91
Ж,1933-04-13,71
М,1961-10-29,59
Ж,1929-07-12,86
Ж,1931-08-07,64
Ж,1970-10-18,76
Ж,1999-08-26,54
М,1980-08-19,74
Ж,1956-08-10,70
Ж,2012-06-23,100
М,1978-04-26,87
Ж,2006-01-26,96
М,1974-02-18,59
М,1971-10-18,78
М,1932-02-22,90
Ж,1939-11-26,69
Ж,1956-04-04,76
Ж,1924-09-14,69
Ж,1941-07-29,63
М,1932-03-08,66
Ж,1949-07-27,78
М,1965-03-27,50
Ж,1928-03-23,88
Ж,1949-03-04,92
М,2001-08-12,100
Ж,1948-06-01,72
М,1958-11-12,88
М,1985-10-24,74
М,1930-03-02,93
М,1966-12-30,78
М,2014-04-20,81
М,1958-03-28,100
Ж,2011-02-03,91
М,1935-08-25,67
М,1934-08-25,80
Ж,1994-08-27,78
М,2006-03-02,50
Ж,1992-08-27,77
Ж,1960-06-05,56
М,1940-01-19,78
М,2001-01-24,69
Ж,1939-10-27,62
Ж,1995-06-30,100
М,1959-08-13,54
Ж,1988-08-04,83
Ж,1924-12-30,90
М,2009-09-23,86
М,1998-06-23,68
Ж,2002-06-08,69
Ж,1973-01-29,54
М,1956-03-25,72
Ж,2005-12-02,57
М,1953-08-28,80
М,2006-03-16,55
Ж,1959-12-18,61
Ж,1991-03-27,64
М,1949-03-24,65
Ж,2007-05-05,65
М,1951-04-03,68
М,2001-11-30,94
Ж,1946-01-20,83
Ж,1936-02-01,75
Ж,1961-06-12,62
М,1988-04-27,98
Ж,1959-03-13,71
М,1989-07-03,70
Ж,1984-04-21,88
М,1998-05-06,79
М,1941-07-18,90
М,2007-04-17,87
Ж,1998-10-30,93
Ж,1947-07-30,73
М,1929-11-09,63
Ж,1966-09-17,80
Ж,1933-03-08,67
Ж,1965-12-05,79
М,1947-10-26,56
М,1973-03-21,60
М,1974-10-26,83
Ж,2004-11-14,91
Ж,1988-11-21,88
Ж,1987-04-01,76
Ж,1981-10-02,93
Ж,1990-02-24,72
М,1937-07-01,67
Ж,1965-07-19,76
Ж,1986-07-16,56
М,1972-10-28,84
М,1975-08-27,86
Ж,1932-02-05,76
М,1947-11-02,71
Ж,1927-07-23,73
М,2008-10-24,100
Ж,2002-05-01,78
М,1973-06-20,63
Ж,1966-07-04,84
М,1977-09-01,82
М,1932-12-23,89
М,1924-07-29,53
М,1931-01-13,51
Ж,1964-11-01,66
М,2009-05-12,85
М,2004-01-11,63
Ж,1962-09-05,78
М,1957-07-20,82
Ж,1945-09-10,52
Ж,1965-12-18,52
М,1964-04-06,88
М,1923-10-04,64
М,2013-12-15,86
М,1934-07-29,72
Ж,1932-12-24,96
М,1925-05-07,55
М,1951-07-08,96
Ж,1986-10-05,75
Ж,1987-11-17,83
Ж,1984-09-21,76
М,2013-05-22,62
Ж,1960-06-23,77
М,2001-11-28,62
М,1969-04-06,62
Ж,1994-01-12,64
М,2007-08-27,90
Ж,1929-04-22,83
М,1961-03-20,67
М,1930-09-29,80
М,2005-05-15,99
М,1982-09-23,86
М,1978-12-14,67
Ж,2004-12-17,68
Ж,1932-11-15,68
М,1931-06-11,81
Ж,1978-05-20,60
Ж,1948-09-09,79
Ж,2013-03-19,90
Ж,2003-12-28,60
М,1965-07-01,88
М,1993-09-11,60
Ж,1983-02-27,88
Ж,1984-04-30,96
М,1966-10-18,53
Ж,2006-03-04,72
Ж,1968-10-22,92
М,1930-12-14,70
Ж,2006-10-02,86
Ж,1954-09-14,60
Ж,1986-02-09,99
М,1929-02-09,69
М,1972-05-12,54
Ж,1998-01-05,74
М,1964-07-12,89
М,1985-03-09,52
М,1977-08-04,80
М,1980-02-05,79
Ж,1994-07-06,77
М,2010-06-19,64
Ж,1940-04-19,51
Ж,1962-06-17,95
М,2002-01-25,82
Ж,1944-11-16,64
Ж,1995-07-16,88
Ж,1978-06-15,87
М,1936-08-27,60
М,1939-09-16,59
Ж,1969-08-13,62
Ж,2009-03-03,68
М,1926-07-11,83
М,1954-01-16,60
Ж,1994-04-17,89
Ж,1968-05-10,67
Ж,1977-01-23,81
М,1990-08-02,50
Ж,1932-04-10,73
Ж,1946-09-19,71
М,1967-05-10,55
М,1968-01-28,68
Ж,1977-07-23,66
Ж,1956-06-10,99
М,1947-10-15,66
Ж,1970-11-10,63
М,1996-03-16,89
М,2009-07-25,62
Ж,1966-04-06,60
М,1975-01-18,58
М,1973-08-05,95
Ж,1931-11-16,87
М,1978-02-07,58
Ж,1951-11-18,57
М,1954-08-01,66
М,1934-09-08,74
М,1956-07-03,92
Ж,1959-07-01,77
Ж,1943-02-20,58
М,1938-08-20,76
М,1951-04-04,93
Ж,1933-04-17,55
Ж,1984-07-19,58
М,1938-10-29,100
Ж,1929-06-15,76
М,1974-04-13,69
М,1971-10-24,71
М,2003-12-09,71
М,1936-01-12,52
Ж,1993-03-18,82
Ж,1965-05-15,56
М,1936-05-22,69
Ж,1940-06-04,89
М,1942-11-30,76
М,1931-04-20,56
Ж,1931-09-06,82
Ж,1945-04-19,85
М,1937-04-13,98
Ж,1989-12-02,92
Ж,1923-02-19,73
М,1984-09-27,84
Ж,1983-04-03,68
Ж,1997-08-20,82
Ж,2007-12-10,94
М,1980-06-07,53
Ж,1930-12-07,90
Ж,1936-01-04,87
Ж,2012-06-06,99
М,1952-11-03,86
М,1936-05-10,85
Ж,1990-05-16,73
Ж,1979-12-22,78
Ж,1932-03-03,76
Ж,2000-03-25,53
Ж,1973-06-25,98
Ж,2006-08-20,70
Ж,1980-04-09,66
М,1959-02-25,88
Ж,1950-05-26,100
Ж,1928-04-30,82
Ж,1938-02-19,59
М,1951-11-16,51
Ж,1967-09-03,90
Ж,1961-11-15,97
М,2001-10-08,93
Ж,1956-10-16,66
М,1944-10-25,70
Ж,1932-09-20,61
Ж,1974-04-02,63
М,1980-05-22,83
Ж,1963-01-22,94
М,1990-01-31,87
М,2002-12-08,68
Ж,1969-06-25,69
Ж,1988-06-22,67
Ж,2009-10-15,70
М,1991-10-20,80
М,1928-06-25,88
Ж,1965-10-30,56
Ж,1941-07-13,98
Ж,1937-08-10,76
Ж,1987-09-01,89
М,2001-05-24,67
Ж,2008-09-08,75
М,2005-03-26,73
М,1976-09-06,68
М,1993-07-14,88
М,1935-02-24,76
М,1975-02-26,70
Ж,1967-07-10,92
Ж,1951-10-15,95
М,1990-06-24,79
М,1935-05-02,91
М,2006-08-28,72
М,1933-12-15,85
Ж,2002-09-21,75
Ж,1966-06-06,95
Ж,1996-02-27,72
Ж,1998-08-21,72
Ж,1983-06-26,69
М,1935-08-25,86
Ж,1946-05-29,87
Ж,1991-07-08,72
М,1933-04-12,79
М,1939-05-24,90
М,1983-05-09,87
М,1990-12-30,97
Ж,1969-08-16,86
Ж,1951-09-05,90
Ж,1924-05-18,88
Ж,1981-03-03,95
М,1955-02-16,51
Ж,1962-08-04,66
Ж,1998-09-28,77
Ж,2008-01-30,83
М,2011-08-10,79
М,1986-03-17,56
Ж,1933-01-24,66
М,1993-02-27,90
Ж,1958-07-14,65
М,2010-01-03,83
М,2003-01-31,74
Ж,1993-10-13,51
М,1970-06-06,57
М,1942-07-11,94
Ж,1980-10-07,93
Ж,1961-03-27,73
Ж,1922-12-09,84
Ж,1987-03-18,74
М,1967-04-28,72
Ж,1999-08-14,98
Ж,1970-08-30,55
Ж,1943-12-10,98
М,2006-01-11,70
М,1945-07-21,76
Ж,1935-04-27,97
М,1971-12-26,73
Ж,1946-01-14,74
М,1980-07-29,98
Ж,1926-05-22,99
М,1993-12-26,75
М,1979-01-05,74
Ж,1925-12-27,86
Ж,1984-10-20,74
Ж,1933-04-17,76
М,2002-01-30,74
Ж,1954-08-12,68
М,1973-02-26,84
М,2010-04-02,93
Ж,1985-10-25,82
М,1939-04-22,60
М,1948-10-11,66
Ж,2010-12-03,93
Ж,1948-07-20,58
М,1943-12-18,90
М,1960-04-17,69
М,1941-03-26,56
Ж,1962-08-30,94
Ж,1956-08-14,68
М,1950-12-22,65
Ж,1927-03-24,95
М,1984-12-07,70
М,1940-02-07,71
М,1936-02-12,84
Ж,1953-12-20,57
М,1925-12-04,87
М,1990-12-04,100
Ж,1926-03-14,57
Ж,1933-07-04,58
Ж,1940-11-18,63
Ж,1928-07-21,65
М,2011-11-25,89
М,2001-01-20,66
Ж,1946-12-08,61
Ж,1994-04-02,62
Ж,1949-01-19,94
Ж,1955-04-19,97
Ж,1927-12-03,76
Ж,2014-04-29,54
М,1985-02-07,86
Ж,2007-05-30,64
М,1976-05-03,89
М,2005-01-26,53
М,2010-11-11,54
Ж,1998-04-14,52
М,1961-01-04,80
Ж,1992-04-15,92
М,1973-12-31,61
М,1933-02-14,82
Ж,1928-07-24,95
Ж,1946-06-12,96
Ж,2000-03-07,80
М,1934-02-02,91
Ж,1949-01-20,94
Ж,1948-04-17,100
Ж,1992-09-14,82
Ж,1929-12-19,80
М,1930-03-30,100
М,1935-08-19,66
М,1922-10-25,52
М,1968-07-10,69
Ж,1980-11-11,63
Ж,2007-12-17,75
М,1985-09-29,59
Ж,1938-09-11,73
М,2004-01-27,94
Ж,1963-03-21,58
Ж,2000-06-20,69
Ж,1971-02-26,69
Ж,1997-01-09,62
М,2005-12-16,86
М,1973-05-23,95
М,1953-04-11,97
Ж,1933-03-16,64
Ж,1939-03-16,92
М,2014-09-22,68
М,1936-03-27,66
М,1974-07-06,64
М,1933-11-20,94
Ж,1924-11-22,53
М,1938-03-16,99
М,1958-07-08,82
М,1944-08-13,61
Ж,1953-02-28,86
М,2009-07-25,95
М,1954-03-13,92
Ж,1935-09-06,58
М,1979-08-11,64
Ж,1924-08-23,83
Ж,1934-10-24,56
Ж,1943-02-27,91
М,1982-05-16,88
Ж,1989-08-04,52
Ж,1991-08-07,88
М,1937-07-24,68
М,2010-04-05,98
Ж,1978-01-03,93
Ж,2010-02-20,74
М,2003-05-16,62
Ж,1981-02-26,72
М,1984-11-13,70
Ж,1923-07-15,67
Ж,2003-01-11,53
М,1986-05-31,75
Ж,1941-12-02,60
М,1931-11-24,62
Ж,1983-05-10,66
М,1927-02-20,94
Ж,2011-08-21,65
Ж,1955-10-04,90
Ж,1979-10-05,73
Ж,1964-06-05,61
Ж,1970-06-03,57
Ж,2014-03-22,91
Ж,1942-08-04,72
Ж,1987-09-27,65
М,1966-04-26,57
М,1946-08-06,52
Ж,1943-12-07,90
Ж,1961-02-13,50
М,1947-06-12,65
М,1932-10-03,54
Ж,1953-05-23,66
Ж,1999-05-22,65
М,2005-01-01,85
Ж,1955-09-08,83
М,1961-08-23,60
М,1946-05-01,61
М,1970-12-08,92
М,1999-10-01,59
М,1989-09-04,67
М,1953-09-19,72
Ж,1970-06-20,62
Ж,1966-12-03,81
М,1958-10-17,55
М,2004-12-16,67
Ж,1973-06-21,66
Ж,1939-09-16,90
М,1991-07-13,93
М,1976-01-11,69
Ж,2011-10-31,58
М,1982-05-24,94
М,1979-07-20,72
Ж,1970-04-24,98
М,1955-06-14,64
Ж,1960-03-17,84
М,2003-10-01,56
М,1993-01-06,81
М,2008-03-29,68
М,1973-02-15,59
Ж,1980-09-23,65
М,2005-10-18,69
М,1940-09-26,80
М,2011-11-27,72
Ж,1946-01-30,58
М,1952-08-12,61
М,1962-08-01,98
Ж,1924-08-12,100
М,1929-05-05,71
Ж,1959-09-14,97
М,1933-09-26,92
Ж,1943-04-24,77
М,1924-07-28,100
М,1969-08-16,65
Ж,1973-09-21,59
Ж,1951-02-13,87
М,1992-07-14,52
М,1972-08-01,80
Ж,1935-03-04,58
Ж,1929-08-14,54
М,1957-09-03,82
Ж,1994-07-02,90
Ж,1961-01-30,89
Ж,1925-05-01,68
Ж,1992-11-12,82
Ж,1933-10-31,68
М,1926-04-28,67
Ж,2012-11-07,50
М,1974-02-11,85
М,1936-07-28,56
Ж,1998-02-07,99
М,2007-10-25,59
Ж,1943-03-13,54
Ж,1963-06-02,53
М,1930-04-09,95
М,1948-12-25,65
М,1947-10-03,88
Ж,2011-08-16,95
Ж,1990-02-26,85
Ж,2012-01-07,68
М,1934-03-12,85
Ж,1930-07-24,69
Ж,2013-12-30,71
М,2003-10-18,64
М,2007-10-09,71
М,1972-07-15,87
Ж,1984-05-03,69
Ж,1956-05-12,79
М,1998-02-24,76
М,1995-08-26,74
М,2008-12-13,94
М,1996-01-05,67
Ж,1998-02-11,57
М,1965-07-13,80
М,1997-08-02,73
Ж,1950-12-05,90
М,2008-10-13,74
М,1981-05-14,84
Ж,1997-08-03,75
М,1969-02-02,53
М,1955-11-08,87
М,1959-01-09,96
Ж,1955-03-27,99
Ж,1948-05-21,70
Ж,1960-07-13,58
Ж,2001-11-16,94
М,1926-07-06,96
Ж,1960-11-02,98
Ж,2009-01-22,92
Ж,2009-03-31,60
М,2010-02-24,63
Ж,1993-06-28,71
М,1958-04-19,59
Ж,2006-01-15,87
Ж,2006-02-24,86
Ж,1956-06-07,54
Ж,1997-05-07,81
М,1950-01-15,88
М,1926-09-02,54
Ж,1943-09-03,84
Ж,1930-02-12,96
Ж,1976-02-04,98
М,2014-01-30,61
М,1987-11-07,84
М,2000-09-02,74
Ж,1973-03-27,95
М,1988-08-12,94
М,1958-04-25,71
Ж,1947-05-15,80
М,1928-10-10,86
Ж,2011-09-09,82
М,2001-07-24,90
М,1941-07-14,70
М,1969-07-25,100
Ж,1961-07-30,88
Ж,1936-10-23,64
М,2007-03-30,87
М,1989-08-15,62
Ж,1948-09-15,78
М,1967-10-15,61
Ж,1953-02-14,56
Ж,1977-05-25,68
М,1967-10-22,73
М,1972-08-17,68
М,1985-10-01,91
Ж,1986-11-20,80
М,1933-06-18,68
Ж,1983-09-29,86
Ж,1924-08-25,80
М,2007-04-06,63
Ж,1948-01-02,81
М,1923-02-25,77
М,1999-02-23,82
М,2014-01-06,91
М,1928-04-26,96
Ж,1958-06-05,59
Ж,1937-01-28,69
М,1928-07-30,59
М,2012-11-28,81
М,1969-11-19,90
Ж,1964-10-25,86
Ж,1955-10-17,57
М,1967-10-16,84
М,1971-07-16,78
М,1969-04-26,70
Ж,1992-01-03,84
М,1973-01-02,61
М,1986-10-11,73
М,1975-01-13,93
М,1967-03-27,99
М,1932-06-22,58
М,1950-06-19,56
Ж,1922-12-13,56
Ж,1975-03-02,66
Ж,1932-04-12,54
Ж,1994-08-05,94
М,1928-09-18,70
М,1967-07-18,94
Ж,1935-09-27,79
М,1951-10-17,71
М,2007-01-25,60
Ж,1975-07-16,75
М,2002-12-12,97
М,1978-01-03,61
М,1954-10-19,79
М,1997-01-26,84
М,1949-06-28,60
М,1926-08-16,69
Ж,1990-11-25,73
М,1976-02-03,92
М,1932-06-08,84
М,1937-04-27,75
М,1923-07-08,97
М,2009-06-19,68
М,1942-06-26,52
М,1952-02-22,74
Ж,1939-04-29,55
М,1990-10-05,91
М,1959-03-04,68
М,1924-10-03,100
Ж,1998-10-30,83
М,1958-07-20,90
Ж,1949-03-02,57
Ж,1988-12-05,63
Ж,1939-01-06,82
Ж,1954-07-24,88
Ж,1949-03-29,61
М,1932-12-12,75
М,2006-01-16,88
Ж,1995-11-13,67
М,1993-09-25,94
М,1929-03-16,72
Ж,1968-07-20,88
М,1996-10-26,73
М,2013-07-03,58
Ж,1981-12-20,73
Ж,1992-04-14,92
Ж,1956-05-03,80
Ж,2014-08-10,89
М,1972-10-29,51
Ж,1941-01-13,52
Ж,1954-05-15,72
Ж,1944-05-07,93
М,1979-03-15,95
Ж,1999-12-15,60
Ж,1950-03-18,97
М,1933-10-01,96
М,2004-10-25,84
М,1984-08-31,59
Ж,1930-08-04,88
Ж,1968-07-30,51
Ж,1943-06-10,84
Ж,1936-09-27,77
М,1924-03-30,99
Ж,1950-05-26,58
Ж,1959-11-14,85
Ж,1999-01-08,51
Ж,1973-09-03,57
М,1989-09-05,92
М,1970-10-12,93
Ж,1956-09-03,72
Ж,1942-01-30,51
Ж,1964-07-28,81
Ж,1971-12-15,50
М,1968-12-10,57
М,1959-02-13,58
Ж,1999-06-11,85
М,1963-04-14,56
Ж,1937-01-12,57
М,2002-05-06,51
Ж,1924-03-10,71
М,1923-02-13,86
Ж,2005-11-03,75
Ж,1946-12-09,54
Ж,1970-05-27,70
М,2005-09-15,61
Ж,1992-05-19,85
Ж,2001-01-27,54
Ж,1948-09-19,88
М,1932-10-17,71
М,2002-07-10,90
М,1952-06-29,87
Ж,1981-05-09,94
Ж,1950-07-14,80
М,1971-07-28,100
Ж,2003-04-29,100
М,1981-10-16,74
М,1986-04-28,97
Ж,1938-02-02,69
Ж,1926-10-04,84
М,2010-08-14,63
М,1986-02-09,70
Ж,1957-07-05,55
Ж,1934-01-20,81
М,1929-02-26,71
Ж,1948-07-02,57
Ж,1927-09-13,67
М,2000-12-16,73
Ж,1935-12-28,53
М,1945-07-29,85
М,1949-09-26,58
Ж,1963-07-25,85
М,1940-02-12,96
М,1994-11-18,100
Ж,1937-07-17,71
М,2012-09-20,78
М,1950-01-07,56
Ж,1963-07-22,90
Ж,2014-09-29,70
Ж,1967-12-09,88
М,1929-02-15,99
М,1925-08-29,80
Ж,1988-11-26,66
М,1963-11-21,79
М,1963-12-18,69
М,2000-10-22,91
Ж,1956-01-19,58
М,1979-08-30,88
М,1989-08-24,80
М,2007-01-16,97
М,1998-06-24,73
Ж,1933-09-23,52
М,1940-08-15,56
Ж,1990-06-18,60
Ж,1969-07-01,88
М,2002-06-03,86
М,1986-04-16,58
Ж,1925-01-24,85
М,1998-08-28,71
Ж,2013-11-20,83
М,1945-12-01,53
Ж,1936-07-10,86
Ж,1949-12-04,89
Ж,1993-07-29,57
М,1980-11-01,83
Ж,1930-08-04,76
М,1954-05-18,94
Ж,1997-11-09,61
М,1993-02-23,68
М,1996-05-27,67
М,1931-10-19,70
М,1927-11-17,64
Ж,1941-06-30,74
Ж,1947-04-30,71
М,1926-04-10,88
Ж,1967-06-10,79
Ж,1989-11-02,88
Ж,1953-10-24,94
Ж,1993-05-30,77
М,1966-10-21,52
Ж,1999-07-31,97
М,1987-11-21,87
М,1964-03-21,98
Ж,2014-02-07,63
М,1923-11-20,85
М,2014-01-17,89
М,1925-01-12,65
Ж,1953-08-14,68
Ж,1940-02-28,98
М,1943-03-28,72
Ж,1990-05-07,54
Ж,2011-07-25,80
Ж,1941-07-13,78
Ж,1967-06-13,81
Ж,1970-02-20,79
М,1975-10-07,54
Ж,1931-12-01,68
М,2014-08-22,84
Ж,2007-02-03,60
Ж,1949-04-13,87
Ж,1993-08-27,86
М,2008-07-14,55
Ж,2002-02-02,88
Ж,2006-08-18,88
М,1987-07-02,70
М,1941-02-09,75
М,1988-01-05,92
М,1952-12-25,97
Ж,1924-06-03,67
Ж,2006-02-11,76
М,2002-06-22,77
Ж,1995-05-09,80
Ж,1999-02-17,96
М,1950-07-13,76
Ж,1941-12-01,80
Ж,1922-12-10,87
Ж,1934-09-25,93
М,1969-12-13,50
М,1973-12-25,63
М,1987-04-23,100
Ж,1934-08-05,51
Ж,2010-12-31,83
М,1963-06-23,69
Ж,1980-08-20,76
М,1967-10-11,91
Ж,1981-02-07,57
М,1928-06-28,95
М,1985-04-05,88
М,1990-10-11,88
Ж,1979-05-18,79
М,1943-01-09,61
М,2008-10-08,95
М,1968-10-13,96
Ж,1945-01-07,64
М,1958-10-24,50
М,1996-09-08,53
М,1977-08-13,86
М,1936-07-02,59
М,1932-07-16,73
Ж,2001-09-01,68
Ж,1936-02-22,80
М,1974-08-16,60
М,1991-03-06,57
Ж,1992-03-14,87
